,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,T
41297,41297,41415.0,71505.0,,,,,8.447689,-26.917265999999998,145.9854,-37.55,-33.93,0.0,8.68,2.858,F7V,0.561,-77.820495,104.345924,-66.088091,2.78e-05,7.17e-06,-2.141e-05,2.211599925084051,-0.4697949203512088,-1.8204753704861115e-07,-1.6449728099999998e-07,,,Pup,1,41297,,6.263253647582223,,,,6124.567949163871
61056,61056,61249.0,109151.0,,,,,12.5519,-64.794172,219.7802,-31.39,22.88,0.0,8.62,1.91,K0III/IV,0.97,-92.62280600000001,-13.476541000000001,-198.853551,-2.664e-05,2.992e-05,1.038e-05,3.2860797223986244,-1.1308716414030129,-1.521830143263889e-07,1.1092537e-07,,,Mus,1,61056,,14.996848355023733,,,,4815.94093466545
40986,40986,41102.0,70813.0,,,,,8.385398,-25.060551999999998,280.112,-6.14,-2.78,0.0,9.97,2.733,B9V,0.841,-148.360225,205.850595,-118.648677,7.7e-06,3.58e-06,-3.42e-06,2.19529209753385,-0.4373891479309249,-2.976755998611111e-08,-1.347782e-08,,,Pup,1,40986,,7.027486176561342,,10.039,9.908999999999999,5160.067037057582
30079,30079,30152.0,43296.0,,,,,6.34486,66.629115,106.9519,-8.23,-48.3,0.0,8.9,3.7539999999999996,G0,0.595,-3.825155,42.253046999999995,98.177172,2.18e-06,2.328e-05,-9.93e-06,1.6610804368735483,1.1628974280561888,-3.9900165909722236e-08,-2.3416500699999998e-07,,,Cam,1,30079,,2.744100418256572,,,,5987.189979065372
98310,98310,98622.0,189329.0,,,,,20.031019,-51.564966,469.4836,69.31,11.58,0.0,9.64,1.2819999999999998,G1:Vw...,0.563,147.96988000000002,-251.550416,-367.752844,0.00014643,6.218e-05,1.638e-05,5.2441084442131665,-0.89997843276254,3.360243619930555e-07,5.6141424e-08,,,Tel,1,98310,,26.74237657088992,,,,6116.299236564012
33795,33795,33883.0,52929.0,,,,,7.032997999999999,-26.503809000000004,210.5263,-1.91,1.69,0.0,8.21,1.5930000000000002,B8/B9V,-0.03,-50.332029999999996,181.553336,-93.948902,1.67e-06,1.26e-06,1.54e-06,1.8412345709755136,-0.4625787383081788,-9.259941298611109e-09,8.193351e-09,,,CMa,1,33795,,20.081678041839854,,,,10515.561781448858
106366,106366,106708.0,205798.0,,,,,21.61496,33.718476,155.2795,31.43,35.76,0.0,8.04,2.084,F0,0.33799999999999997,104.787263,-75.507108,86.197618,1.71e-06,2.793e-05,2.239e-05,5.658783239298222,0.588498419982005,1.523769397986111e-07,1.7336937200000002e-07,,,Cyg,1,106366,,12.776149939707947,V2256,8.068999999999999,8.009,7228.600725103001
74330,74330,74558.0,135205.0,,,,,15.233735000000001,-1.886394,694.4444,-35.02,-6.15,-59.0,9.13,-0.078,M5IIIe,1.6019999999999999,-459.84835,-519.87424,-22.859598000000002,-4.79e-05,0.00012379,-1.871e-05,3.9881825774096793,-0.032923794890358744,-1.6978175093055556e-07,-2.9816041000000004e-08,,,Ser,1,74330,,93.58365435835303,Y,9.686,8.936,3646.268913942873
76129,76129,76363.0,138969.0,,,,,15.596504000000001,-12.859147,106.7236,-11.33,-8.51,0.0,9.03,3.889,G1V,0.565,-61.234311,-84.119762,-23.751874,-4.16e-06,4.24e-06,-4.29e-06,4.083155074367838,-0.224434448004385,-5.492939000694443e-08,-4.1257644000000004e-08,,,Lib,1,76129,,2.423259924092549,,,,6108.054515691626
38698,38698,38811.0,63748.0,,,,,7.942811999999999,71.847022,110.1322,38.25,28.83,0.0,7.36,2.15,F5,0.386,-16.709436,29.968746999999997,104.650707,-1.071e-05,-2.272e-05,4.8e-06,2.0794231926107867,1.25396708700311,1.854412328125e-07,1.3977178400000003e-07,,,Cam,1,38698,,12.022644346174125,,,,6955.680236822806
36836,36836,36942.0,61248.0,2934.0,,,,7.594365,-52.533836,120.3369,23.44,-11.57,62.0,4.93,-0.47200000000000003,K3III,1.3730000000000002,-29.674646000000003,66.91573199999999,-95.513367,-2.596e-05,2.482e-05,-5.443e-05,1.9882000943528588,-0.9168884088132424,1.1364032672222225e-07,-5.6092942e-08,,,Car,1,36836,,134.52407051486315,,,,3995.099456836225
100321,100321,100647.0,194026.0,,,,,20.408312,-33.614226,116.144,15.27,-86.79,0.0,8.63,3.305,F3/F5V,0.46,57.022408999999996,-78.12652,-64.297126,-9e-06,2.692e-05,-4.069e-05,5.342883519771679,-0.5866789237356888,7.403104902083332e-08,-4.2076979299999997e-07,,,Sgr,1,100321,,4.149540426343628,,,,6576.0502725368815
113232,113232,113592.0,217307.0,,,,,23.006715,-41.151216,201.2072,-32.04,-38.45,0.0,7.08,0.562,K0III,0.9840000000000001,146.410396,-38.9549,-132.404113,-3.189e-05,-2.386e-05,-2.824e-05,6.023143781824846,-0.7182242080950251,-1.5533430325e-07,-1.8641085999999998e-07,,,Gru,1,113232,,51.903901019708215,,,,4781.484866060218
73401,73401,73629.0,133287.0,,,,,15.050422,23.989456,454.5455,-16.93,-2.67,0.0,8.59,0.302,K0,1.268,-289.746979,-297.49928,184.80389,-2.839e-05,2.431e-05,-5.38e-06,3.9401912258091336,0.4186949907354062,-8.207895611805556e-08,-1.2944525e-08,,,Boo,1,73401,,65.94775259494851,,,,4179.491456878172
94624,94624,94919.0,180828.0,,,,,19.315087,-22.103651,216.4502,2.21,-1.38,0.0,8.05,1.3730000000000002,A3IV,0.204,67.68845,-188.773449,-81.446595,2e-06,1.3e-06,-1.34e-06,5.056677824750845,-0.385781481541245,1.0714382340277777e-08,-6.690428000000001e-09,,,Sgr,1,94624,,24.592348238462304,,,,8132.178585158677
73616,73616,73844.0,133686.0,,,,,15.091579999999999,11.857164,884.9558,-24.03,-6.38,0.0,7.75,-1.985,K5,1.507,-597.548957,-626.911763,181.834138,-7.85e-05,6.706e-05,-2.679e-05,3.950966438618635,0.20694655035277,-1.165007274375e-07,-3.0931112000000003e-08,,,Boo,1,73616,,542.0008904016238,,,,3783.007993818231
61969,61969,62161.0,,,,,,12.739644,40.136632,229.8851,3.66,-6.45,0.0,9.99,3.182,F5,0.46,-172.46468000000002,-33.819518,148.18681999999998,-3.76e-06,-4.89e-06,-5.5e-06,3.335230871261581,0.7005163763832825,1.7744180708333338e-08,-3.1270482e-08,,,CVn,1,61969,,4.6472924167620375,,10.04,9.92,6576.0502725368815
84847,84847,85106.0,157821.0,,,,,17.393518,42.928342,92.3361,-17.38,65.97,0.0,8.25,3.423,F5,0.528,-10.689701,-66.758628,62.888560999999996,-4.5e-06,2.109e-05,2.162e-05,4.5536124637195945,0.7492409075263687,-8.426061768055557e-08,3.19831585e-07,,,Her,1,84847,,3.7222025301784987,,,,6264.565874307395
106527,106527,106870.0,205925.0,,,,,21.644787,-4.1504,267.3797,-10.94,-30.23,0.0,6.73,-0.406,M...,1.608,217.570484,-154.209292,-19.351554999999998,-1.051e-05,-9.93e-06,-3.908e-05,5.666591967912103,-0.07243814439278125,-5.3038616652777785e-08,-1.4655917499999998e-07,,,Aqr,1,106527,,126.59017493002442,,,,3637.97603451645
116602,116602,116968.0,222694.0,,,,,23.71131,51.427703,161.5509,13.66,5.28,0.0,7.55,1.508,A0,0.018000000000000002,100.439706,-7.605580000000001,126.30405400000001,-2.42e-06,1.091e-05,2.58e-06,6.2076063514735536,0.8975827509839175,6.622554876388887e-08,2.5598162e-08,,,Cas,1,116602,,21.717008433479915,,,,9906.119746997992
62764,62764,62963.0,112117.0,,,,,12.902338,-1.471393,174.8252,-28.98,-3.58,0.0,9.39,3.177,F0,0.38299999999999995,-169.913709,-40.902689,-4.489132,-5.67e-06,2.39e-05,-3.03e-06,3.377824209633709,-0.02568065286787875,-1.40499004625e-07,-1.7356328999999996e-08,,,Vir,1,62764,,4.668743343920187,,,,6972.080340607372
22298,22298,22351.0,287163.0,,,,,4.81203,10.395164999999999,497.5124,-2.72,-3.77,0.0,8.73,0.24600000000000002,K2,1.58,149.74995800000002,465.87018,89.769223,6.75e-06,-4.5e-07,-8.94e-06,1.2597864296143442,0.18142986207209372,-1.3186932111111113e-08,-1.8277474999999998e-08,,,Ori,1,22298,,69.43844712409815,,,,3677.014628784035
95206,95206,95503.0,182416.0,7363.0,,49Chi3Sgr,,19.424906,-23.962457,153.1394,-18.24,-13.36,40.0,5.45,-0.475,K3III,1.442,51.00111,-130.31633200000002,-62.195868000000004,-4.5e-07,-3.6e-05,-2.568e-05,5.0854284362373665,-0.41822376374718623,-8.843001533333332e-08,-6.477110700000001e-08,Chi-3,49.0,Sgr,1,95206,,134.89628825916532,,,,3882.8832483064302
104267,104267,104602.0,188964.0,,,,,21.189829,-88.452929,355.8719,3.61,4.28,0.0,8.61,0.8540000000000001,K4III:,1.4969999999999999,7.122952000000001,-6.447889,-355.74217799999997,9.65e-06,-3.4e-07,2e-07,5.547484364140521,-1.5437948504372812,1.7501773868055555e-08,2.0750025000000002e-08,,,Oct,1,104267,,39.66431879468582,,,,3798.0244170317396
10482,10482,10506.0,14112.0,,,,,2.25695,-50.887243,179.8561,0.99,-54.17,0.0,7.9,1.625,K0III,1.015,94.22532199999999,63.20764499999999,-139.551421,-3.091e-05,-1.97e-05,-2.98e-05,0.5908681719969852,-0.8881499379562375,4.7996554375e-09,-2.6262357000000004e-07,,,Eri,1,10482,,19.49844599758045,,,,4707.009906884825
9259,9259,9278.0,11874.0,,,,,1.987465,67.043518,116.2791,37.57,-20.45,0.0,7.36,2.032,A3,0.20199999999999999,39.350615000000005,22.547357,107.06995400000001,-1.32e-06,2.365e-05,-4.5e-06,0.5203169907643731,1.1701301264865265,1.8214449978472227e-07,-9.914439699999999e-08,,,Cas,1,9259,,13.402937734183096,,,,8147.560520835243
103414,103414,103747.0,,,,,,21.023594,-75.429028,192.6782,21.4,-18.51,0.0,10.08,3.656,,0.49200000000000005,34.487309,-34.063688,-186.481043,2.14e-06,2.598e-05,-4.35e-06,5.5039640128136185,-1.3164848872163548,1.0375012763888888e-07,-8.973901199999998e-08,,,Oct,1,103414,,3.0033088786765583,,,,6425.395442723069
111460,111460,111812.0,214560.0,,,,,22.648308,8.374184,54.4662,257.74,24.63,0.0,8.12,4.439,G0,0.629,50.54663,-18.673073000000002,7.932308,2.269e-05,6.416e-05,6.43e-06,5.9293131416393265,0.14615707783407875,1.2495587802638894e-06,1.19409609e-07,,,Peg,1,111460,,1.460158496811786,,,,5856.2672314306565
89759,89759,90037.0,168592.0,6862.0,,,,18.371828,-38.656894,148.5884,-42.28,-28.28,18.0,5.09,-0.77,K4/K5III,1.4980000000000002,11.277244999999999,-115.483576,-92.816636,-3.015e-05,-4.6e-06,-2.741e-05,4.809733217431789,-0.674690072671445,-2.0497922413888886e-07,-1.3710530800000001e-07,,,CrA,1,89759,,177.01089583174198,,,,3796.517200013528
30141,30141,30214.0,44458.0,2284.0,,,,6.356865,-11.773238000000001,337.8378,-4.25,2.37,16.0,5.48,-2.164,B1Vpe SB,0.002,-30.854295,329.288415,-68.932053,5.36e-06,1.739e-05,4.6e-07,1.6642234577099124,-0.20548176546176505,-2.0604581423611107e-08,1.1490083999999998e-08,,,CMa,1,30141,,639.1458891858143,FR,5.562,5.432,10100.358060473627
70166,70166,70389.0,126019.0,,,,,14.401689999999999,-42.383283,649.3506,-33.02,-17.63,0.0,9.12,0.057999999999999996,K1/K2IV/V,1.26,-387.915633,-282.099222,-437.71873700000003,-3.088e-05,0.00010607,-4.099e-05,3.770353625252073,-0.7397278408856962,-1.6008547731944445e-07,-8.5472651e-08,,,Cen,1,70166,,82.56576326213268,,,,4194.273288699762
791,791,793.0,232118.0,,,,,0.163878,53.526584,303.0303,-17.04,-30.32,0.0,8.45,1.043,G5,0.955,179.97053,7.725969,243.67659,3.686e-05,-2.347e-05,-2.648e-05,0.042903227142802286,0.9342151227893136,-8.261225116666667e-08,-1.4699550699999999e-07,,,Cas,1,791,,33.32728995761377,,,,4853.4453144401205
91677,91677,91964.0,172583.0,,,,,18.744902,-59.244278,155.7632,1.4,-8.55,0.0,8.6,2.638,A1mA8-F0,0.226,15.435451,-78.14415600000001,-133.85593899999998,-4e-08,5.65e-06,-3.3e-06,4.907403868389675,-1.0340077167012292,6.787391527777778e-09,-4.1451569e-08,,,Pav,1,91677,,7.6700818769350985,,,,7967.094933834219
86760,86760,87029.0,,,,,,17.782564,-43.490192,126.5823,-0.93,-72.09,0.0,10.4,4.888,,0.364,-5.224826,-91.68571999999999,-87.117786,1.16e-06,3.043e-05,-3.209e-05,4.655464302548287,-0.7590470361440925,-4.5087672291666674e-09,-3.4950218200000003e-07,,,Sco,1,86760,,0.9656060985415496,,,,7077.934811525072
63369,63369,63572.0,,,,,,13.02764,21.438919,132.4503,41.41,-49.55,0.0,10.44,4.83,F5,0.516,-118.85088799999998,-32.769596,48.411794,-4.14e-06,-2.872e-05,-2.961e-05,3.4106282196617697,0.3741797220296925,2.0076134511805552e-07,-2.40225178e-07,,,Com,1,63369,,1.0185913880541164,,,,6317.202555142311
15100,15100,15138.0,19856.0,,,,,3.252396,63.958234,884.9558,3.2,-1.85,-2.6,8.84,-0.895,B8,0.183,255.984906,292.26455,795.1099849999999,-6.4e-06,1.353e-05,-5.87e-06,0.8514752587478305,1.1162817725207863,1.551403777777778e-08,-8.969053e-09,,,Cas,1,15100,,198.60949173573692,,,,8296.950043588515
10814,10814,10840.0,14602.0,,,,,2.325376,-56.93151999999999,813.0081,-0.98,14.51,0.0,9.31,-0.24,G8III,1.051,363.913823,253.68696200000002,-681.3162440000001,4.152e-05,2.424e-05,3.12e-05,0.6087819124272269,-0.9936424644684312,-4.751174069444444e-09,7.0346465e-08,,,Hor,1,10814,,108.64256236170657,,,,4623.532987288598
47162,47162,47295.0,83435.0,,,,,9.638425,-8.073801,271.0027,-0.65,-13.29,0.0,8.97,1.805,K2,1.1,-218.648135,155.52088600000002,-38.061926,2.49e-06,-7.3e-07,-1.729e-05,2.5233337174262216,-0.1409144027777075,-3.1512889236111107e-09,-6.4431738e-08,,,Hya,1,47162,,16.51961798229015,,,,4514.792642720805
26323,26323,26387.0,245480.0,,,,,5.617973999999999,20.359448999999998,127.3885,-4.52,-11.69,8.6,9.3,3.7739999999999996,F8,0.48700000000000004,11.924835,118.833592,44.319582000000004,3.85e-06,1.043e-05,-3.71e-06,1.4707821302561894,0.35533942109620875,-2.1913578361111108e-08,-5.667471900000001e-08,,,Tau,1,26323,,2.694014941063668,,,,6448.441918845356
5601,5601,5613.0,7221.0,,,,,1.200012,-39.161747,213.2196,81.57,-39.12,0.0,8.12,1.476,K1III,1.117,157.23158,51.088358,-134.650688,-5.034e-05,7.23e-05,-3.135e-05,0.3141624082970432,-0.6835014265172212,3.9546251922916656e-07,-1.89659111e-07,,,Scl,1,5601,,22.36660149466176,,,,4478.31157034882
110517,110517,110863.0,213494.0,,,,,22.46109,78.56997199999999,99.108,101.44,46.99,0.0,8.14,3.159,F5,0.478,18.067937,-7.700163000000001,97.14243499999999,-1.25e-06,5.351e-05,4.47e-06,5.880299655206229,1.3713047023720448,4.917949975555554e-07,2.27813948e-07,,,Cep,1,110517,,4.746789794829222,,,,6490.379226503312
64724,64724,64929.0,115473.0,,,,,13.307777,-58.13711,381.6794,-3.61,-3.72,0.0,9.18,1.272,WC...,0.20600000000000002,-189.78996999999998,-67.643284,-324.165572,3.26e-06,8.25e-06,-3.63e-06,3.483967750859479,-1.014683984806845,-1.7501773868055555e-08,-1.8035067999999998e-08,,,Cen,1,64724,,26.989820734720144,,,,8116.860396465597
71952,71952,72178.0,129735.0,,,,,14.762846,-46.80344,299.4012,-42.94,-16.06,-27.0,8.67,1.2890000000000001,F2V,0.462,-153.62756299999998,-135.644266,-218.266211,-1.434e-05,7.048e-05,4.17e-06,3.864904093433799,-0.8168741272844238,-2.0817899443055556e-07,-7.7861077e-08,,,Lup,1,71952,,26.57051670355072,OO,8.725,8.645,6566.410523451448
96774,96774,97081.0,186619.0,7514.0,,,,19.729192,41.773108,174.8252,19.09,10.07,-41.0,5.86,-0.353,M0III,1.598,57.028839000000005,-117.248796,116.465246,-1.62e-06,4.031e-05,-2.157e-05,5.165090512820652,0.7290782801814488,9.255093161805554e-08,4.8820737e-08,,,Cyg,1,96774,,120.55910077295343,,,,3651.8193191816827
110972,110972,111320.0,213589.0,,,,,22.552174,-38.037388,200.4008,12.83,-54.54,0.0,9.38,2.8710000000000004,G2V,0.645,146.634201,-58.404357999999995,-123.482075,-2.572e-05,2.366e-05,-4.173e-05,5.904145420263959,-0.6638776626520837,6.220159521527778e-08,-2.64417381e-07,,,Gru,1,110972,,6.188708114190298,,,,5796.756141116504
112209,112209,112568.0,215925.0,,,,,22.799037,48.874,94.697,-29.64,9.96,0.0,8.19,3.3080000000000003,F5,0.534,59.23058399999999,-19.261741,71.331936,-7.48e-06,-1.187e-05,3.01e-06,5.96877386363572,0.8530122155151174,-1.4369877491666665e-07,4.8287442e-08,,,Lac,1,112209,,4.138090648167254,,,,6238.600489616528
65148,65148,65353.0,116496.0,,,,,13.39424,22.543841,130.5483,-44.64,4.75,0.0,9.52,3.9410000000000003,G5,0.361,-112.62929199999999,-43.039565,50.050945,-9.01e-06,2.68e-05,2.78e-06,3.506603871317764,0.3934642585006787,-2.1642082699999998e-07,2.3028648999999998e-08,,,Com,1,65148,,2.309936280173185,,,,7094.969630402624
8206,8206,8221.0,,,,,,1.7643389999999999,20.30819,65.4879,217.91,-112.14,0.0,9.17,5.0889999999999995,K0,0.78,54.980968999999995,27.370727000000002,22.728867,-1.977e-05,6.744e-05,-3.339e-05,0.4619029470030489,0.35444478888696623,1.0564574912986113e-06,-5.43670061e-07,,,Psc,1,8206,,0.8024167763085841,,,,5341.708650122388
40097,40097,40211.0,68758.0,3230.0,,,,8.212750999999999,-29.910769000000002,129.7017,-38.71,33.61,28.0,6.53,0.965,A1V,0.057,-61.546009999999995,94.083495,-64.675965,1.01e-06,4.291e-05,4.04e-06,2.1500932848754624,-0.5220414022235675,-1.8767137574305557e-07,1.62945878e-07,,,Pup,1,40097,,35.80964371026361,,,,9465.670578721032
62036,62036,62228.0,110827.0,,,,,12.754077,-46.934727,328.9474,-33.13,-5.24,0.0,8.23,0.644,K0III,0.987,-220.25272,-44.055279,-240.32116800000003,-4.38e-06,5.3e-05,-5.71e-06,3.3390095385857417,-0.819165526287065,-1.6061877236805555e-07,-2.5404236e-08,,,Cen,1,62036,,48.128242186760225,,,,4774.169027297565
44621,44621,44749.0,78142.0,,,,,9.119867,18.143206,270.2703,-34.83,-36.65,0.0,8.16,1.001,K0,1.115,-187.21688500000002,175.82069099999998,84.160312,2.034e-05,4.35e-05,-4.563e-05,2.387575488469707,0.31665868726313623,-1.688606049375e-07,-1.7768421300000002e-07,,,Cnc,1,44621,,34.64176410352489,,,,4482.57127508473
26355,26355,26420.0,37496.0,,,,,5.6227160000000005,-38.022857,318.4713,11.82,14.65,0.0,6.9,-0.615,K2III,1.3219999999999998,24.739857999999998,249.65776499999998,-196.170611,-1.679e-05,1.566e-05,1.782e-05,1.4720235714185492,-0.6636240515294649,5.7304977041666674e-08,7.1025204e-08,,,Col,1,26355,,153.4616982799294,,,,4082.492760904539
40514,40514,40629.0,69929.0,,,,,8.294805,-39.102979,392.1569,-4.69,5.44,0.0,8.73,0.763,B3V,0.023,-172.026975,251.03153500000002,-247.33969100000002,3.67e-06,1.042e-05,8.03e-06,2.1715749150445856,-0.6824757242286901,-2.273776161805556e-08,2.6373863999999995e-08,,,Pup,1,40514,,43.132040069941645,,,,9847.112368192616
27109,27109,27176.0,38059.0,,,,,5.7596989999999995,48.984984000000004,210.5263,4.31,-13.58,0.0,7.49,0.873,K0,1.064,8.685959,137.886007,158.85001200000002,-3.73e-06,1.071e-05,-9.1e-06,1.5078855878353592,0.8549492529201513,2.089546963194444e-08,-6.583769700000001e-08,,,Aur,1,27109,,38.976245309771954,,,,4594.149429058323
116283,116283,116649.0,222160.0,,,,,23.639243,-29.359853,203.252,-7.49,3.83,0.0,8.87,2.33,F3V,0.45899999999999996,176.356331,-16.705863,-99.65306899999999,1.15e-06,-7.52e-06,3.29e-06,6.188739290265233,-0.5124261065268237,-3.631254467361111e-08,1.8568363e-08,,,Scl,1,116283,,10.185913880541163,,,,6580.881646344009
105008,105008,105348.0,203141.0,,,,,21.338227,6.543158999999999,164.7446,10.23,9.77,-20.6,8.73,2.6460000000000004,A2,0.28600000000000003,125.51418000000001,-105.045189,18.77289,-1.149e-05,2.027e-05,5.35e-06,5.5863346899688455,0.11419966345509,4.959643952083333e-08,4.7366296e-08,,,Equ,1,105008,,7.61377432456151,,,,7552.013915107121
30157,30157,30230.0,43813.0,,,,,6.360146,56.184823,66.0939,-32.47,-45.43,0.0,8.82,4.718999999999999,G0,0.619,-3.462883,36.618924,54.913263,9.22e-06,1.302e-05,-8.1e-06,1.6650824465837322,0.9806101488050188,-1.574190020763889e-07,-2.2025085499999998e-07,,,Lyn,1,30157,,1.1282361216489918,,,,5894.132132217435
15188,15188,15226.0,,,,,,3.2715259999999997,31.92584,704.2254,49.44,-26.36,0.0,8.86,-0.379,K0,1.538,391.551792,451.58822599999996,372.409294,-9.635e-05,0.00014652,-7.638e-05,0.8564835813039821,0.5572110247772475,2.3969188366666665e-07,-1.27796886e-07,,,Per,1,15188,,123.48096078586019,,,,3737.231177293504
15942,15942,15981.0,20959.0,,,,,3.429992,59.432462,555.5556,-1.31,-0.4,-18.0,8.04,-0.684,B3III,0.264,176.07226200000002,220.95615,478.35006500000003,-2.5e-06,-8.79e-06,-1.64e-05,0.8979698404282318,1.0372921460315276,-6.3510592152777785e-09,-1.939254e-09,,,Cam,1,15942,,163.53096517445837,,,,7698.603814159162
7986,7986,8001.0,10304.0,,,,,1.712491,63.890893000000005,312.5,-14.18,-56.47,-9.3,7.86,0.386,K0,1.127,123.93431399999999,59.61179,280.61168599999996,7.477e-05,1.212e-05,-4.619e-05,0.4483291344674257,1.1151064364750063,-6.874657990277778e-08,-2.73774285e-07,,,Cas,1,7986,,61.037958555853045,,,,4457.139998090821
112861,112861,113221.0,,,,,,22.928847,-30.377449,32.3102,353.83,190.6,0.0,11.71,9.163,,1.4080000000000001,26.785590000000003,-7.714633999999999,-16.339083,2.985e-05,4.908e-05,2.576e-05,6.002758105892152,-0.5301865045198437,1.715416245909722e-06,9.240548750000001e-07,,,PsA,1,112861,,0.018827818367346743,,11.784,11.624,3937.3458526945697
5680,5680,5692.0,7457.0,,,,,1.220702,-63.760453000000005,104.2753,-4.8,8.1,0.0,9.09,3.9989999999999997,K1III/IV,1.014,43.768443,14.483935999999998,-93.530087,4.25e-06,-1.15e-06,1.81e-06,0.31957893937825416,-1.112829839388305,-2.3271056666666663e-08,3.9269908e-08,,,Tuc,1,5680,,2.1897775550985763,,9.149,9.039,4709.374122196646
114327,114327,114689.0,219212.0,,,,,23.233284,24.233112,411.5226,7.71,-3.76,0.0,7.84,-0.23199999999999998,A0,-0.2,367.726056,-74.819661,168.909491,6.08e-06,1.446e-05,-6.84e-06,6.082459486067428,0.4229475984963025,3.737913477083334e-08,-1.8228994e-08,,,Peg,1,114327,,107.84499632938316,,,,13584.75950715306
93058,93058,93351.0,176567.0,,,,,19.013957,1.383421,299.4012,4.11,19.89,0.0,8.24,0.8590000000000001,G7III,1.041,78.524,-288.830071,7.228414,5.57e-06,2.24e-06,2.886e-05,4.97784218735112,0.02414524775760875,1.992584227083333e-08,9.6429441e-08,,,Aql,1,93058,,39.48207780378828,,,,4646.406583192409
57072,57072,57244.0,,,,,,11.738221000000001,40.538325,218.8184,-110.75,-252.9,0.0,12.02,5.32,A9,0.535,-165.905324,11.388183,142.22245,-0.00016591,0.00012914,-0.00020387,3.073058982852426,0.7075272446792675,-5.369311512152778e-07,-1.226093798e-06,,,,1,57072,,0.6486344335482379,,12.123,11.933,6234.295462976162
78687,78687,78926.0,144143.0,,,,,16.111979,-49.9182,116.0093,20.76,4.13,0.0,8.84,3.5180000000000002,G0IV/V,0.573,-35.435845,-65.755716,-88.761728,9.43e-06,-7.1e-06,1.5e-06,4.2181062136640515,-0.8712369448004562,1.0064732008333334e-07,2.0022804999999997e-08,,,Nor,1,78687,,3.4103582265334933,,,,6075.313373792224
97063,97063,97372.0,187372.0,7547.0,,,,19.790786999999998,47.907564,299.4012,-21.34,-37.66,3.0,6.14,-1.2409999999999999,M2III,1.64,90.68298100000001,-179.041819,222.174973,-8.37e-06,-5.201e-05,-3.436e-05,5.181215943731655,0.8361447204177199,-1.0345923943055558e-07,-1.8258083199999999e-07,,,Cyg,1,97063,,273.14924220891817,,,,3594.399505081432
61428,61428,61621.0,109799.0,4803.0,,,,12.628409,-27.138888,34.3289,79.52,-94.16,-1.0,5.41,2.7319999999999998,F0V,0.33399999999999996,-30.136903000000004,-5.003271,-15.659089999999999,1.012e-05,-1.174e-05,-1.348e-05,3.3061097783335893,-0.4736629443799088,3.855238387777777e-07,-4.56500561e-07,,,Hya,1,61428,,7.033961712162472,,,,7252.403769475039
39438,39438,39549.0,233490.0,,,,,8.081671,52.159518,293.2551,-2.46,1.9,0.0,9.11,1.774,K2,1.204,-93.261284,153.840787,231.58993700000002,4.1e-06,-1e-08,1.66e-06,2.1157765046438555,0.9103553256002662,-1.1926416541666668e-08,9.211459000000001e-09,,,Lyn,1,39438,,16.998085132034966,,,,4300.8934444166125
3446,3446,3453.0,4189.0,,,,,0.735548,-30.417440000000003,87.3362,-95.78,-110.3,0.0,9.04,4.334,F8V,0.545,73.923124,14.413626999999998,-44.217991999999995,-1.545e-05,-4.433e-05,-4.027e-05,0.19256591889774669,-0.5308844750580287,-4.643545432361112e-07,-5.347494889999999e-07,,,Scl,1,3446,,1.608421982399086,,,,6191.594696560383
63253,63253,63456.0,112867.0,,,,,13.002541,-37.732777,155.521,-22.51,-31.55,0.0,9.82,3.861,G5V,0.69,-118.78522099999999,-31.913066999999998,-95.175675,9.65e-06,2.017e-05,-1.881e-05,3.4040571700988544,-0.658561191388765,-1.0913155949305555e-07,-1.52958716e-07,,,Cen,1,63253,,2.486566051307934,,,,5636.113022413328
29661,29661,29734.0,42978.0,,,,,6.261714,39.507495,448.4305,3.31,-5.15,0.0,8.51,0.252,K2,1.165,-23.686988,345.170889,285.282136,-7.67e-06,6.61e-06,-8.64e-06,1.6393128124141625,0.68953587053084,1.6047332826388893e-08,-2.4967904e-08,,,Aur,1,29661,,69.05577442196835,,,,4378.568915084787
57658,57658,57831.0,102998.0,,,,,11.859652,36.587436,333.3333,-49.79,-20.4,0.0,8.96,1.3459999999999999,G5,0.483,-267.468719,9.832183,198.682917,-1.668e-05,8.112e-05,-2.647e-05,3.1048495958485987,0.6385712166075875,-2.4138873154861114e-07,-9.890199000000001e-08,,,UMa,1,57658,,25.211576308074108,,,,6467.008184872978
54282,54282,54441.0,98795.0,,,,,11.139081,-88.35027,277.7778,-45.54,2.86,0.0,8.44,1.222,K1/K2III/IV,1.15,-7.794632000000001,1.7877189999999998,-277.662662,9.95e-06,6.063e-05,1.1e-07,2.916204502138686,-1.5420031036753787,-2.20784150125e-07,1.3865671e-08,,,Oct,1,54282,,28.261811798101586,,,,4409.234032365268
28851,28851,28923.0,41883.0,,,,,6.105053,-31.670713,393.7008,-2.07,5.32,0.0,8.86,0.884,B8/B9V,-0.066,-9.214198,334.94400099999996,-206.70736499999998,3.8e-06,5.44e-06,8.64e-06,1.5982990711881218,-0.5527582253192387,-1.0035643187499996e-08,2.5792087e-08,,,Col,1,28851,,38.583355990535146,,,,11030.970534485517
